Radionuclide	Pu-239
Route of Intake	Ingestion
Material	Insoluble forms: oxides, fA=1E-5
AMTD/AMAD, µm	-

Committed Effective Dose per Predicted Content in an Organ or Excreta Sample (Dose per Content Functions z(t)), Sv/Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
20	2.5E-4	9.6E-1	6.7E-1	8.0E-2	8.4E-4	4.3E-4
21	2.5E-4	1.0E+0	7.0E-1	8.4E-2	8.4E-4	4.3E-4
22	2.5E-4	1.0E+0	7.4E-1	8.8E-2	8.4E-4	4.3E-4
23	2.5E-4	1.1E+0	7.7E-1	9.2E-2	8.3E-4	4.3E-4
24	2.5E-4	1.1E+0	8.1E-1	9.6E-2	8.3E-4	4.2E-4
25	2.5E-4	1.2E+0	8.5E-1	9.9E-2	8.3E-4	4.2E-4
26	2.5E-4	1.2E+0	8.9E-1	1.0E-1	8.2E-4	4.2E-4
27	2.5E-4	1.2E+0	9.3E-1	1.1E-1	8.2E-4	4.2E-4
28	2.5E-4	1.3E+0	9.7E-1	1.1E-1	8.2E-4	4.2E-4
29	2.5E-4	1.3E+0	1.0E+0	1.1E-1	8.2E-4	4.2E-4
30	2.5E-4	1.3E+0	1.1E+0	1.2E-1	8.2E-4	4.2E-4
31	2.5E-4	1.4E+0	1.1E+0	1.2E-1	8.1E-4	4.2E-4
32	2.5E-4	1.4E+0	1.2E+0	1.2E-1	8.1E-4	4.2E-4
33	2.5E-4	1.4E+0	1.2E+0	1.3E-1	8.1E-4	4.2E-4
34	2.5E-4	1.5E+0	1.3E+0	1.3E-1	8.1E-4	4.2E-4
35	2.5E-4	1.5E+0	1.3E+0	1.3E-1	8.1E-4	4.2E-4
36	2.5E-4	1.5E+0	1.4E+0	1.4E-1	8.1E-4	4.2E-4
37	2.5E-4	1.5E+0	1.4E+0	1.4E-1	8.1E-4	4.2E-4
38	2.5E-4	1.6E+0	1.5E+0	1.4E-1	8.0E-4	4.2E-4
39	2.5E-4	1.6E+0	1.6E+0	1.4E-1	8.0E-4	4.2E-4
40	2.5E-4	1.6E+0	1.6E+0	1.5E-1	8.0E-4	4.2E-4
41	2.6E-4	1.6E+0	1.7E+0	1.5E-1	8.0E-4	4.2E-4
42	2.6E-4	1.7E+0	1.8E+0	1.5E-1	8.0E-4	4.2E-4
43	2.6E-4	1.7E+0	1.8E+0	1.5E-1	8.0E-4	4.2E-4
44	2.6E-4	1.7E+0	1.9E+0	1.5E-1	8.0E-4	4.2E-4
45	2.6E-4	1.7E+0	2.0E+0	1.6E-1	8.0E-4	4.2E-4
46	2.6E-4	1.8E+0	2.1E+0	1.6E-1	8.0E-4	4.2E-4
47	2.6E-4	1.8E+0	2.2E+0	1.6E-1	8.0E-4	4.2E-4
48	2.6E-4	1.8E+0	2.2E+0	1.6E-1	8.0E-4	4.2E-4
49	2.6E-4	1.8E+0	2.3E+0	1.6E-1	7.9E-4	4.2E-4
50	2.6E-4	1.9E+0	2.4E+0	1.6E-1	7.9E-4	4.2E-4
51	2.6E-4	1.9E+0	2.5E+0	1.7E-1	7.9E-4	4.2E-4
52	2.6E-4	1.9E+0	2.6E+0	1.7E-1	7.9E-4	4.2E-4
53	2.6E-4	1.9E+0	2.7E+0	1.7E-1	7.9E-4	4.2E-4
54	2.6E-4	1.9E+0	2.8E+0	1.7E-1	7.9E-4	4.2E-4
55	2.6E-4	2.0E+0	2.9E+0	1.7E-1	7.9E-4	4.2E-4
56	2.6E-4	2.0E+0	3.0E+0	1.7E-1	7.9E-4	4.2E-4
57	2.6E-4	2.0E+0	3.1E+0	1.7E-1	7.9E-4	4.2E-4
58	2.6E-4	2.0E+0	3.2E+0	1.7E-1	7.9E-4	4.2E-4
59	2.6E-4	2.0E+0	3.3E+0	1.7E-1	7.9E-4	4.2E-4
60	2.6E-4	2.0E+0	3.4E+0	1.7E-1	7.9E-4	4.2E-4
61	2.6E-4	2.1E+0	3.5E+0	1.7E-1	7.9E-4	4.2E-4
62	2.6E-4	2.1E+0	3.6E+0	1.7E-1	7.9E-4	4.2E-4
63	2.6E-4	2.1E+0	3.7E+0	1.7E-1	7.9E-4	4.2E-4
64	2.6E-4	2.1E+0	3.8E+0	1.8E-1	7.9E-4	4.2E-4
65	2.6E-4	2.1E+0	4.0E+0	1.8E-1	7.8E-4	4.2E-4
66	2.6E-4	2.2E+0	4.1E+0	1.8E-1	7.8E-4	4.2E-4
67	2.6E-4	2.2E+0	4.2E+0	1.8E-1	7.8E-4	4.2E-4
68	2.6E-4	2.2E+0	4.3E+0	1.8E-1	7.8E-4	4.2E-4
69	2.6E-4	2.2E+0	4.4E+0	1.8E-1	7.8E-4	4.2E-4
70	2.6E-4	2.2E+0	4.5E+0	1.8E-1	7.8E-4	4.2E-4
71	2.6E-4	2.2E+0	4.7E+0	1.8E-1	7.8E-4	4.2E-4
72	2.6E-4	2.3E+0	4.8E+0	1.8E-1	7.8E-4	4.2E-4
73	2.6E-4	2.3E+0	4.9E+0	1.8E-1	7.8E-4	4.2E-4
74	2.6E-4	2.3E+0	5.0E+0	1.8E-1	7.8E-4	4.2E-4
75	2.6E-4	2.3E+0	5.2E+0	1.8E-1	7.8E-4	4.2E-4
76	2.6E-4	2.3E+0	5.3E+0	1.8E-1	7.8E-4	4.2E-4
77	2.6E-4	2.4E+0	5.4E+0	1.8E-1	7.8E-4	4.3E-4
78	2.6E-4	2.4E+0	5.5E+0	1.8E-1	7.8E-4	4.3E-4
79	2.6E-4	2.4E+0	5.6E+0	1.8E-1	7.8E-4	4.3E-4
80	2.6E-4	2.4E+0	5.8E+0	1.8E-1	7.8E-4	4.3E-4
81	2.6E-4	2.4E+0	5.9E+0	1.8E-1	7.8E-4	4.3E-4
82	2.6E-4	2.4E+0	6.0E+0	1.8E-1	7.8E-4	4.3E-4
83	2.6E-4	2.5E+0	6.1E+0	1.8E-1	7.8E-4	4.3E-4
84	2.6E-4	2.5E+0	6.2E+0	1.8E-1	7.7E-4	4.3E-4
85	2.6E-4	2.5E+0	6.4E+0	1.8E-1	7.7E-4	4.3E-4
86	2.6E-4	2.5E+0	6.5E+0	1.8E-1	7.7E-4	4.3E-4
87	2.6E-4	2.5E+0	6.6E+0	1.8E-1	7.7E-4	4.3E-4
88	2.6E-4	2.5E+0	6.7E+0	1.8E-1	7.7E-4	4.3E-4
89	2.6E-4	2.6E+0	6.8E+0	1.8E-1	7.7E-4	4.3E-4
90	2.6E-4	2.6E+0	6.9E+0	1.8E-1	7.7E-4	4.3E-4
91	2.6E-4	2.6E+0	7.0E+0	1.8E-1	7.7E-4	4.3E-4
92	2.6E-4	2.6E+0	7.1E+0	1.8E-1	7.7E-4	4.3E-4
93	2.6E-4	2.6E+0	7.2E+0	1.8E-1	7.7E-4	4.3E-4
94	2.6E-4	2.6E+0	7.3E+0	1.8E-1	7.7E-4	4.3E-4
95	2.6E-4	2.7E+0	7.4E+0	1.8E-1	7.7E-4	4.3E-4
96	2.6E-4	2.7E+0	7.5E+0	1.8E-1	7.7E-4	4.3E-4
97	2.6E-4	2.7E+0	7.6E+0	1.8E-1	7.7E-4	4.3E-4
98	2.6E-4	2.7E+0	7.7E+0	1.8E-1	7.7E-4	4.3E-4
99	2.6E-4	2.7E+0	7.8E+0	1.8E-1	7.7E-4	4.3E-4
100	2.6E-4	2.7E+0	7.9E+0	1.8E-1	7.7E-4	4.3E-4
110	2.6E-4	2.9E+0	8.7E+0	1.8E-1	7.6E-4	4.3E-4
120	2.6E-4	3.1E+0	9.3E+0	1.8E-1	7.6E-4	4.4E-4
130	2.6E-4	3.2E+0	9.7E+0	1.8E-1	7.5E-4	4.4E-4
140	2.6E-4	3.4E+0	1.0E+1	1.8E-1	7.5E-4	4.4E-4
150	2.6E-4	3.5E+0	1.0E+1	1.8E-1	7.4E-4	4.4E-4
160	2.6E-4	3.6E+0	1.0E+1	1.8E-1	7.4E-4	4.4E-4
170	2.6E-4	3.7E+0	1.0E+1	1.8E-1	7.3E-4	4.5E-4
180	2.6E-4	3.8E+0	1.1E+1	1.8E-1	7.3E-4	4.5E-4
190	2.6E-4	3.9E+0	1.1E+1	1.8E-1	7.3E-4	4.5E-4
200	2.6E-4	4.0E+0	1.1E+1	1.8E-1	7.2E-4	4.5E-4
210	2.6E-4	4.1E+0	1.1E+1	1.8E-1	7.2E-4	4.6E-4
220	2.6E-4	4.1E+0	1.1E+1	1.8E-1	7.2E-4	4.6E-4
230	2.6E-4	4.2E+0	1.1E+1	1.8E-1	7.1E-4	4.6E-4
240	2.6E-4	4.3E+0	1.1E+1	1.8E-1	7.1E-4	4.6E-4
250	2.6E-4	4.3E+0	1.1E+1	1.8E-1	7.1E-4	4.6E-4
260	2.6E-4	4.4E+0	1.1E+1	1.8E-1	7.0E-4	4.7E-4
270	2.6E-4	4.4E+0	1.1E+1	1.8E-1	7.0E-4	4.7E-4
280	2.6E-4	4.5E+0	1.1E+1	1.8E-1	7.0E-4	4.7E-4
290	2.6E-4	4.5E+0	1.1E+1	1.8E-1	6.9E-4	4.7E-4
300	2.6E-4	4.5E+0	1.1E+1	1.8E-1	6.9E-4	4.7E-4
310	2.6E-4	4.6E+0	1.1E+1	1.8E-1	6.9E-4	4.8E-4
320	2.6E-4	4.6E+0	1.1E+1	1.8E-1	6.9E-4	4.8E-4
330	2.6E-4	4.7E+0	1.2E+1	1.8E-1	6.8E-4	4.8E-4
340	2.6E-4	4.7E+0	1.2E+1	1.8E-1	6.8E-4	4.8E-4
350	2.6E-4	4.7E+0	1.2E+1	1.8E-1	6.8E-4	4.8E-4
360	2.6E-4	4.8E+0	1.2E+1	1.8E-1	6.8E-4	4.9E-4
365	2.6E-4	4.8E+0	1.2E+1	1.8E-1	6.7E-4	4.9E-4
370	2.6E-4	4.8E+0	1.2E+1	1.8E-1	6.7E-4	4.9E-4
380	2.6E-4	4.8E+0	1.2E+1	1.8E-1	6.7E-4	4.9E-4
390	2.6E-4	4.8E+0	1.2E+1	1.8E-1	6.7E-4	4.9E-4
400	2.6E-4	4.9E+0	1.2E+1	1.8E-1	6.7E-4	5.0E-4
410	2.6E-4	4.9E+0	1.2E+1	1.8E-1	6.6E-4	5.0E-4
420	2.7E-4	4.9E+0	1.2E+1	1.8E-1	6.6E-4	5.0E-4
430	2.7E-4	5.0E+0	1.2E+1	1.8E-1	6.6E-4	5.0E-4
440	2.7E-4	5.0E+0	1.2E+1	1.8E-1	6.6E-4	5.0E-4
450	2.7E-4	5.0E+0	1.2E+1	1.8E-1	6.6E-4	5.0E-4
460	2.7E-4	5.1E+0	1.2E+1	1.8E-1	6.5E-4	5.1E-4
470	2.7E-4	5.1E+0	1.2E+1	1.8E-1	6.5E-4	5.1E-4
480	2.7E-4	5.1E+0	1.3E+1	1.8E-1	6.5E-4	5.1E-4
490	2.7E-4	5.2E+0	1.3E+1	1.8E-1	6.5E-4	5.1E-4
500	2.7E-4	5.2E+0	1.3E+1	1.8E-1	6.5E-4	5.1E-4
510	2.7E-4	5.2E+0	1.3E+1	1.8E-1	6.4E-4	5.2E-4
520	2.7E-4	5.2E+0	1.3E+1	1.8E-1	6.4E-4	5.2E-4
530	2.7E-4	5.3E+0	1.3E+1	1.8E-1	6.4E-4	5.2E-4
540	2.7E-4	5.3E+0	1.3E+1	1.8E-1	6.4E-4	5.2E-4
550	2.7E-4	5.3E+0	1.3E+1	1.8E-1	6.4E-4	5.2E-4
560	2.7E-4	5.4E+0	1.3E+1	1.8E-1	6.4E-4	5.3E-4
570	2.7E-4	5.4E+0	1.3E+1	1.8E-1	6.3E-4	5.3E-4
580	2.7E-4	5.4E+0	1.3E+1	1.8E-1	6.3E-4	5.3E-4
590	2.7E-4	5.5E+0	1.3E+1	1.8E-1	6.3E-4	5.3E-4
600	2.7E-4	5.5E+0	1.3E+1	1.8E-1	6.3E-4	5.3E-4
610	2.7E-4	5.5E+0	1.4E+1	1.8E-1	6.3E-4	5.4E-4
620	2.7E-4	5.5E+0	1.4E+1	1.8E-1	6.3E-4	5.4E-4
630	2.7E-4	5.6E+0	1.4E+1	1.8E-1	6.3E-4	5.4E-4
640	2.7E-4	5.6E+0	1.4E+1	1.8E-1	6.2E-4	5.4E-4
650	2.7E-4	5.6E+0	1.4E+1	1.8E-1	6.2E-4	5.4E-4
660	2.7E-4	5.7E+0	1.4E+1	1.8E-1	6.2E-4	5.4E-4
670	2.7E-4	5.7E+0	1.4E+1	1.8E-1	6.2E-4	5.5E-4
680	2.7E-4	5.7E+0	1.4E+1	1.8E-1	6.2E-4	5.5E-4
690	2.7E-4	5.8E+0	1.4E+1	1.8E-1	6.2E-4	5.5E-4
700	2.7E-4	5.8E+0	1.4E+1	1.8E-1	6.2E-4	5.5E-4
710	2.7E-4	5.8E+0	1.4E+1	1.8E-1	6.2E-4	5.5E-4
720	2.7E-4	5.9E+0	1.4E+1	1.8E-1	6.1E-4	5.5E-4
730	2.7E-4	5.9E+0	1.4E+1	1.8E-1	6.1E-4	5.6E-4
740	2.7E-4	5.9E+0	1.4E+1	1.8E-1	6.1E-4	5.6E-4
750	2.7E-4	6.0E+0	1.5E+1	1.8E-1	6.1E-4	5.6E-4
760	2.7E-4	6.0E+0	1.5E+1	1.7E-1	6.1E-4	5.6E-4
770	2.7E-4	6.0E+0	1.5E+1	1.7E-1	6.1E-4	5.6E-4
780	2.7E-4	6.0E+0	1.5E+1	1.7E-1	6.1E-4	5.6E-4
790	2.7E-4	6.1E+0	1.5E+1	1.7E-1	6.1E-4	5.7E-4
800	2.7E-4	6.1E+0	1.5E+1	1.7E-1	6.1E-4	5.7E-4
810	2.7E-4	6.1E+0	1.5E+1	1.7E-1	6.0E-4	5.7E-4
820	2.7E-4	6.2E+0	1.5E+1	1.7E-1	6.0E-4	5.7E-4
830	2.7E-4	6.2E+0	1.5E+1	1.7E-1	6.0E-4	5.7E-4
840	2.7E-4	6.2E+0	1.5E+1	1.7E-1	6.0E-4	5.7E-4
850	2.7E-4	6.3E+0	1.5E+1	1.7E-1	6.0E-4	5.8E-4
860	2.7E-4	6.3E+0	1.5E+1	1.7E-1	6.0E-4	5.8E-4
870	2.7E-4	6.3E+0	1.6E+1	1.7E-1	6.0E-4	5.8E-4
880	2.7E-4	6.4E+0	1.6E+1	1.7E-1	6.0E-4	5.8E-4
890	2.7E-4	6.4E+0	1.6E+1	1.7E-1	6.0E-4	5.8E-4
900	2.7E-4	6.4E+0	1.6E+1	1.7E-1	6.0E-4	5.8E-4
910	2.7E-4	6.5E+0	1.6E+1	1.7E-1	6.0E-4	5.9E-4
920	2.7E-4	6.5E+0	1.6E+1	1.7E-1	6.0E-4	5.9E-4
930	2.7E-4	6.5E+0	1.6E+1	1.7E-1	5.9E-4	5.9E-4
940	2.7E-4	6.6E+0	1.6E+1	1.7E-1	5.9E-4	5.9E-4
950	2.7E-4	6.6E+0	1.6E+1	1.7E-1	5.9E-4	5.9E-4
960	2.7E-4	6.6E+0	1.6E+1	1.7E-1	5.9E-4	5.9E-4
970	2.8E-4	6.6E+0	1.6E+1	1.7E-1	5.9E-4	5.9E-4
980	2.8E-4	6.7E+0	1.6E+1	1.7E-1	5.9E-4	6.0E-4
990	2.8E-4	6.7E+0	1.6E+1	1.7E-1	5.9E-4	6.0E-4
1000	2.8E-4	6.7E+0	1.7E+1	1.7E-1	5.9E-4	6.0E-4
1010	2.8E-4	6.8E+0	1.7E+1	1.7E-1	5.9E-4	6.0E-4
1020	2.8E-4	6.8E+0	1.7E+1	1.7E-1	5.9E-4	6.0E-4
1030	2.8E-4	6.8E+0	1.7E+1	1.7E-1	5.9E-4	6.0E-4
1040	2.8E-4	6.9E+0	1.7E+1	1.7E-1	5.9E-4	6.0E-4
1050	2.8E-4	6.9E+0	1.7E+1	1.7E-1	5.9E-4	6.1E-4
1060	2.8E-4	6.9E+0	1.7E+1	1.7E-1	5.9E-4	6.1E-4
1070	2.8E-4	7.0E+0	1.7E+1	1.7E-1	5.9E-4	6.1E-4
1080	2.8E-4	7.0E+0	1.7E+1	1.7E-1	5.8E-4	6.1E-4
1090	2.8E-4	7.0E+0	1.7E+1	1.7E-1	5.8E-4	6.1E-4
1095	2.8E-4	7.0E+0	1.7E+1	1.7E-1	5.8E-4	6.1E-4
1100	2.8E-4	7.1E+0	1.7E+1	1.7E-1	5.8E-4	6.1E-4
1200	2.8E-4	7.4E+0	1.8E+1	1.7E-1	5.8E-4	6.3E-4
1300	2.8E-4	7.7E+0	1.9E+1	1.7E-1	5.8E-4	6.4E-4
1400	2.8E-4	8.0E+0	2.0E+1	1.7E-1	5.7E-4	6.5E-4
1500	2.8E-4	8.3E+0	2.0E+1	1.7E-1	5.7E-4	6.6E-4
1600	2.8E-4	8.6E+0	2.1E+1	1.7E-1	5.7E-4	6.7E-4
1700	2.9E-4	8.9E+0	2.2E+1	1.7E-1	5.7E-4	6.8E-4
1800	2.9E-4	9.2E+0	2.3E+1	1.7E-1	5.7E-4	6.9E-4
1900	2.9E-4	9.5E+0	2.3E+1	1.7E-1	5.7E-4	7.0E-4
2000	2.9E-4	9.8E+0	2.4E+1	1.7E-1	5.7E-4	7.0E-4
2100	2.9E-4	1.0E+1	2.5E+1	1.7E-1	5.7E-4	7.1E-4
2200	2.9E-4	1.0E+1	2.5E+1	1.7E-1	5.7E-4	7.2E-4
2300	2.9E-4	1.1E+1	2.6E+1	1.7E-1	5.7E-4	7.2E-4
2400	2.9E-4	1.1E+1	2.7E+1	1.7E-1	5.7E-4	7.3E-4
2500	2.9E-4	1.1E+1	2.7E+1	1.7E-1	5.7E-4	7.3E-4
2600	3.0E-4	1.1E+1	2.8E+1	1.7E-1	5.7E-4	7.4E-4
2700	3.0E-4	1.2E+1	2.9E+1	1.7E-1	5.7E-4	7.4E-4
2800	3.0E-4	1.2E+1	2.9E+1	1.7E-1	5.7E-4	7.5E-4
2900	3.0E-4	1.2E+1	3.0E+1	1.8E-1	5.7E-4	7.5E-4
3000	3.0E-4	1.2E+1	3.0E+1	1.8E-1	5.8E-4	7.5E-4
3100	3.0E-4	1.3E+1	3.1E+1	1.8E-1	5.8E-4	7.6E-4
3200	3.0E-4	1.3E+1	3.1E+1	1.8E-1	5.8E-4	7.6E-4
3300	3.0E-4	1.3E+1	3.2E+1	1.8E-1	5.8E-4	7.6E-4
3400	3.0E-4	1.3E+1	3.2E+1	1.8E-1	5.8E-4	7.7E-4
3500	3.1E-4	1.3E+1	3.3E+1	1.8E-1	5.9E-4	7.7E-4
3600	3.1E-4	1.4E+1	3.3E+1	1.8E-1	5.9E-4	7.7E-4
3650	3.1E-4	1.4E+1	3.4E+1	1.8E-1	5.9E-4	7.7E-4
4000	3.1E-4	1.4E+1	3.5E+1	1.8E-1	6.0E-4	7.8E-4
5000	3.2E-4	1.6E+1	3.9E+1	1.8E-1	6.2E-4	8.0E-4
6000	3.3E-4	1.7E+1	4.2E+1	1.8E-1	6.3E-4	8.3E-4
7000	3.4E-4	1.8E+1	4.5E+1	1.9E-1	6.5E-4	8.5E-4
8000	3.5E-4	2.0E+1	4.8E+1	1.9E-1	6.6E-4	8.7E-4
9000	3.5E-4	2.1E+1	5.0E+1	2.0E-1	6.8E-4	9.0E-4
10000	3.6E-4	2.1E+1	5.2E+1	2.0E-1	6.9E-4	9.3E-4
11000	3.7E-4	2.2E+1	5.5E+1	2.1E-1	7.1E-4	9.6E-4
12000	3.8E-4	2.3E+1	5.6E+1	2.1E-1	7.2E-4	9.8E-4
13000	3.9E-4	2.4E+1	5.8E+1	2.2E-1	7.3E-4	1.0E-3
14000	4.0E-4	2.4E+1	6.0E+1	2.3E-1	7.4E-4	1.0E-3
15000	4.1E-4	2.5E+1	6.2E+1	2.3E-1	7.6E-4	1.1E-3
16000	4.2E-4	2.6E+1	6.3E+1	2.4E-1	7.7E-4	1.1E-3
17000	4.3E-4	2.7E+1	6.5E+1	2.5E-1	7.9E-4	1.1E-3
18000	4.4E-4	2.7E+1	6.7E+1	2.6E-1	8.0E-4	1.2E-3
18250	4.4E-4	2.7E+1	6.7E+1	2.6E-1	8.0E-4	1.2E-3
Radionuclide	Pu-239
Route of Intake	Injection
Material	Injection, fA=5E-4
AMTD/AMAD, µm	-

Committed Effective Dose per Predicted Content in an Organ or Excreta Sample (Dose per Content Functions z(t)), Sv/Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	2.4E-4	-	-	4.5E-3	4.5E-3	3.0E-3
0.083333	2.4E-4	-	-	4.6E-3	4.1E-3	2.6E-3
0.125	2.4E-4	-	-	4.6E-3	3.8E-3	2.4E-3
0.25	2.4E-4	-	-	4.9E-3	3.1E-3	1.8E-3
0.375	2.4E-4	-	-	5.2E-3	2.7E-3	1.5E-3
0.5	2.4E-4	-	-	5.5E-3	2.4E-3	1.3E-3
0.625	2.4E-4	-	-	5.8E-3	2.2E-3	1.2E-3
0.75	2.4E-4	-	-	6.2E-3	2.0E-3	1.1E-3
0.875	2.4E-4	-	-	6.5E-3	1.8E-3	9.8E-4
1	2.4E-4	3.3E-2	3.2E-1	6.8E-3	1.7E-3	9.1E-4
1.125	2.4E-4	-	-	7.2E-3	1.6E-3	8.6E-4
1.25	2.4E-4	-	-	7.6E-3	1.6E-3	8.2E-4
1.375	2.4E-4	-	-	8.0E-3	1.5E-3	7.8E-4
1.5	2.5E-4	-	-	8.4E-3	1.5E-3	7.5E-4
1.625	2.5E-4	-	-	8.9E-3	1.4E-3	7.3E-4
1.75	2.5E-4	-	-	9.3E-3	1.4E-3	7.0E-4
1.875	2.5E-4	-	-	9.8E-3	1.3E-3	6.8E-4
2	2.5E-4	5.8E-2	7.8E-2	1.0E-2	1.3E-3	6.7E-4
2.25	2.5E-4	-	-	1.1E-2	1.3E-3	6.4E-4
2.5	2.5E-4	-	-	1.3E-2	1.2E-3	6.2E-4
2.75	2.5E-4	-	-	1.4E-2	1.2E-3	6.0E-4
3	2.5E-4	1.1E-1	7.2E-2	1.5E-2	1.2E-3	5.8E-4
3.25	2.5E-4	-	-	1.6E-2	1.1E-3	5.7E-4
3.5	2.5E-4	-	-	1.8E-2	1.1E-3	5.6E-4
3.75	2.5E-4	-	-	1.9E-2	1.1E-3	5.5E-4
4	2.5E-4	1.8E-1	9.9E-2	2.0E-2	1.1E-3	5.4E-4
4.25	2.5E-4	-	-	2.2E-2	1.1E-3	5.3E-4
4.5	2.5E-4	-	-	2.3E-2	1.0E-3	5.3E-4
4.75	2.5E-4	-	-	2.4E-2	1.0E-3	5.2E-4
5	2.5E-4	2.6E-1	1.5E-1	2.6E-2	1.0E-3	5.2E-4
5.5	2.5E-4	-	-	2.8E-2	1.0E-3	5.1E-4
6	2.5E-4	3.5E-1	2.1E-1	3.0E-2	1.0E-3	5.0E-4
6.5	2.5E-4	-	-	3.2E-2	9.8E-4	5.0E-4
7	2.5E-4	4.2E-1	2.7E-1	3.4E-2	9.7E-4	4.9E-4
7.5	2.5E-4	-	-	3.6E-2	9.6E-4	4.8E-4
8	2.5E-4	4.8E-1	3.2E-1	3.8E-2	9.5E-4	4.8E-4
8.5	2.5E-4	-	-	3.9E-2	9.4E-4	4.8E-4
9	2.5E-4	5.3E-1	3.6E-1	4.1E-2	9.4E-4	4.7E-4
9.5	2.5E-4	-	-	4.3E-2	9.3E-4	4.7E-4
10	2.5E-4	5.8E-1	4.0E-1	4.4E-2	9.2E-4	4.7E-4
11	2.5E-4	6.2E-1	4.3E-1	4.8E-2	9.1E-4	4.6E-4
12	2.5E-4	6.6E-1	4.5E-1	5.1E-2	9.0E-4	4.5E-4
13	2.5E-4	7.0E-1	4.8E-1	5.4E-2	8.9E-4	4.5E-4
14	2.5E-4	7.4E-1	5.0E-1	5.8E-2	8.8E-4	4.5E-4
15	2.5E-4	7.8E-1	5.3E-1	6.1E-2	8.7E-4	4.4E-4
16	2.5E-4	8.1E-1	5.6E-1	6.5E-2	8.7E-4	4.4E-4
17	2.5E-4	8.5E-1	5.8E-1	6.9E-2	8.6E-4	4.4E-4
18	2.5E-4	8.9E-1	6.1E-1	7.3E-2	8.5E-4	4.3E-4
19	2.5E-4	9.3E-1	6.4E-1	7.7E-2	8.5E-4	4.3E-4
20	2.5E-4	9.7E-1	6.8E-1	8.1E-2	8.4E-4	4.3E-4
21	2.5E-4	1.0E+0	7.1E-1	8.5E-2	8.4E-4	4.3E-4
22	2.5E-4	1.1E+0	7.4E-1	8.9E-2	8.4E-4	4.3E-4
23	2.5E-4	1.1E+0	7.8E-1	9.2E-2	8.3E-4	4.3E-4
24	2.5E-4	1.1E+0	8.2E-1	9.6E-2	8.3E-4	4.2E-4
25	2.5E-4	1.2E+0	8.6E-1	1.0E-1	8.3E-4	4.2E-4
26	2.5E-4	1.2E+0	9.0E-1	1.0E-1	8.2E-4	4.2E-4
27	2.5E-4	1.2E+0	9.4E-1	1.1E-1	8.2E-4	4.2E-4
28	2.5E-4	1.3E+0	9.8E-1	1.1E-1	8.2E-4	4.2E-4
29	2.5E-4	1.3E+0	1.0E+0	1.2E-1	8.2E-4	4.2E-4
30	2.5E-4	1.3E+0	1.1E+0	1.2E-1	8.2E-4	4.2E-4
31	2.5E-4	1.4E+0	1.1E+0	1.2E-1	8.1E-4	4.2E-4
32	2.5E-4	1.4E+0	1.2E+0	1.3E-1	8.1E-4	4.2E-4
33	2.5E-4	1.4E+0	1.2E+0	1.3E-1	8.1E-4	4.2E-4
34	2.5E-4	1.5E+0	1.3E+0	1.3E-1	8.1E-4	4.2E-4
35	2.5E-4	1.5E+0	1.3E+0	1.3E-1	8.1E-4	4.2E-4
36	2.5E-4	1.5E+0	1.4E+0	1.4E-1	8.1E-4	4.2E-4
37	2.5E-4	1.6E+0	1.5E+0	1.4E-1	8.1E-4	4.2E-4
38	2.5E-4	1.6E+0	1.5E+0	1.4E-1	8.0E-4	4.2E-4
39	2.5E-4	1.6E+0	1.6E+0	1.5E-1	8.0E-4	4.2E-4
40	2.6E-4	1.6E+0	1.6E+0	1.5E-1	8.0E-4	4.2E-4
41	2.6E-4	1.7E+0	1.7E+0	1.5E-1	8.0E-4	4.2E-4
42	2.6E-4	1.7E+0	1.8E+0	1.5E-1	8.0E-4	4.2E-4
43	2.6E-4	1.7E+0	1.9E+0	1.5E-1	8.0E-4	4.2E-4
44	2.6E-4	1.7E+0	1.9E+0	1.6E-1	8.0E-4	4.2E-4
45	2.6E-4	1.7E+0	2.0E+0	1.6E-1	8.0E-4	4.2E-4
46	2.6E-4	1.8E+0	2.1E+0	1.6E-1	8.0E-4	4.2E-4
47	2.6E-4	1.8E+0	2.2E+0	1.6E-1	8.0E-4	4.2E-4
48	2.6E-4	1.8E+0	2.3E+0	1.6E-1	8.0E-4	4.2E-4
49	2.6E-4	1.8E+0	2.3E+0	1.6E-1	7.9E-4	4.2E-4
50	2.6E-4	1.9E+0	2.4E+0	1.6E-1	7.9E-4	4.2E-4
51	2.6E-4	1.9E+0	2.5E+0	1.7E-1	7.9E-4	4.2E-4
52	2.6E-4	1.9E+0	2.6E+0	1.7E-1	7.9E-4	4.2E-4
53	2.6E-4	1.9E+0	2.7E+0	1.7E-1	7.9E-4	4.2E-4
54	2.6E-4	1.9E+0	2.8E+0	1.7E-1	7.9E-4	4.2E-4
55	2.6E-4	2.0E+0	2.9E+0	1.7E-1	7.9E-4	4.2E-4
56	2.6E-4	2.0E+0	3.0E+0	1.7E-1	7.9E-4	4.2E-4
57	2.6E-4	2.0E+0	3.1E+0	1.7E-1	7.9E-4	4.2E-4
58	2.6E-4	2.0E+0	3.2E+0	1.7E-1	7.9E-4	4.2E-4
59	2.6E-4	2.0E+0	3.3E+0	1.7E-1	7.9E-4	4.2E-4
